AT,BE,BG,CZ,DE,DK,EE,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,SE,SK
8062.7,1556.1,25734.3,13863.8,60368.5,19730.5,14581.3,225832.7,29285.9,168000.2,14306.3,32375.3,41560.7,91759.7,26603.0,154.7,27820.5,11205.1,28007.1,61679.1,35645.2,58953.2,59779.4,5915.5
