AT,BE,BG,CZ,DE,DK,EE,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,SE,SK
2765.0,1474.0,5153.0,10976.0,49403.0,19676.0,14576.0,120936.0,64161.0,144954.0,1360.0,19184.0,47196.0,23653.0,26590.0,150.0,27812.0,11064.0,63327.0,60862.0,20490.0,28924.0,87501.0,2519.0
